host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count
27288848,2,1,0.5,0,3
2505310,0,,,0,1
10264413,0,,0,0,1
90722042,0,1,0.5,0,3
91370789,0,,,0,1
314711878,0,1,1,1,9
5654668,0,1,0.99,0,34
24525758,0,,0.83,0,8
114694305,2,1,0.5,0,1
88813660,0,,,0,1
266792504,0,,,0,6
95378708,0,,,0,1
141631680,1,1,1,0,1
25042247,0,,,0,6
157841958,0,1,1,0,3
20734082,0,,,0,1
469342410,0,,0.98,1,1
227213171,0,1,1,0,5
489690,0,1,0.94,0,27
13304615,0,,,0,6
296803487,0,,0,0,6
104018251,0,1,1,0,5
237884504,0,1,0.33,0,3
64122733,0,,,0,4
1430073,0,,1,0,4
191464,0,1,0.99,0,22
104027176,0,,,0,1
121391154,0,,,0,3
224572822,0,1,0.99,1,2
10536399,0,,,0,6
42443311,0,1,1,0,6
88011427,0,,0.5,0,1
2687831,0,,,0,7
62844140,0,1,1,0,4
97569944,0,,,0,4
5294171,1,1,0.25,0,2
106546122,0,,,0,2
61280007,0,,,0,2
482939215,0,1,1,0,1
9154838,0,,,0,1
67446300,1,1,1,1,5
98979189,0,,,0,1
34451212,0,,,0,1
222294108,0,1,1,0,4
106671526,0,,,0,2
73617291,0,,,0,2
56906799,0,1,0.86,0,2
20848860,0,,,0,1
47326931,0,,,0,1
86370492,0,,,0,2
132706771,0,1,0.98,1,3
16872262,0,,,0,2
201940950,0,1,1,0,2
12275470,0,,,0,1
3361190,0,,,0,4
130080061,0,1,1,0,2
130345694,0,,,0,1
69128663,2,1,0.5,0,3
26263159,0,,,0,2
61858545,0,1,0.31,1,12
76741543,0,1,1,1,4
71520022,0,,,0,1
53011383,0,,,0,2
30388899,1,1,1,1,2
212318114,0,1,1,1,1
64652222,0,,,0,1
5672494,1,1,0.96,1,1
102639336,1,0.91,0.93,1,3
10078846,0,,1,0,2
83653681,0,,,0,1
101841365,0,1,0.98,1,2
127583829,0,,,0,6
20410232,0,,,0,1
19192226,0,1,0.86,1,4
2108526,0,1,0.86,1,4
47138244,0,,0.29,0,1
46164403,1,0.88,0.92,1,10
212697503,0,1,0.95,1,1
385008803,0,1,1,1,2
7702534,0,,,0,1
64215856,0,,,0,5
102555080,0,,,0,1
479630,0,,0.67,0,3
14756302,2,1,0.63,0,1
68098724,0,1,1,1,2
145751316,0,,,0,2
135760375,0,,,0,4
14202624,0,1,1,0,4
421863241,0,,,0,1
134599367,0,,,0,4
4612021,0,0.95,0.99,0,11
10320665,0,1,1,1,7
406273164,0,1,1,1,2
91488336,0,,,0,3
158787219,0,,,0,1
14015941,0,,,0,2
29990558,0,1,0.74,1,1
368186620,1,1,0.9,1,2
396163985,0,1,1,0,33
124806281,0,,,0,2
202896222,0,,1,0,1
152885771,1,1,0.87,0,10
116084802,0,,,0,2
60001610,0,,,0,3
17131771,0,,,0,2
29506831,0,,,0,3
159627519,0,,,0,1
25147343,0,1,0.99,0,30
1142726,0,,,0,1
157181,0,,,0,3
95957189,0,,,0,1
1878095,1,1,0.89,1,1
1553281,0,,,0,3
189100876,0,,,0,3
13314079,0,,,0,1
4235108,0,1,0.99,1,44
132234630,0,,,0,3
188029932,0,,,0,4
52357723,0,,,0,1
106424390,0,,,0,1
19482984,0,1,1,0,13
211719266,0,,,0,1
475988158,0,,,0,1
37877675,0,1,1,0,2
16335373,0,,,0,2
246062357,0,,,0,1
33694089,0,1,0.96,0,25
131934408,0,,,0,1
61013230,0,,,0,1
955967,0,,,0,2
161059106,0,,,0,1
69697642,2,0.8,0.9,1,2
72183884,0,,,0,1
2503251,0,1,0.93,0,40
119839143,0,,,0,3
53867311,0,,,0,1
67773905,0,,,0,6
7337931,1,1,,0,3
20056779,0,0.96,0.99,0,249
149438516,0,,,0,2
218255111,0,,,0,1
67917706,0,,,0,3
415548740,0,0.94,1,0,3
3048229,0,,,0,2
158642599,0,1,,0,1
189786227,2,0.5,1,0,2
450374945,0,1,1,0,2
153020699,0,,,0,3
1279172,0,,,0,6
11019622,2,0.75,0,0,3
94970010,0,,,0,1
4336461,0,,,0,2
57585672,0,,,0,5
4154723,0,,,0,2
29424720,0,,,0,1
440237253,0,1,0.99,0,8
173680698,0,,1,0,1
201147142,0,,,0,1
17459576,0,,,0,6
175722222,0,,,0,2
428029567,0,1,1,1,2
44607589,0,,,0,2
138250036,0,1,1,1,3
425377011,0,1,0.96,1,8
68128304,0,,,0,6
700224,0,1,0.55,1,14
74012217,0,1,1,0,3
194417756,0,1,0.93,1,10
47118722,0,,,0,2
4390776,0,,1,0,4
295858049,0,,,0,1
52022288,0,,,0,1
172256682,0,,,0,3
502661619,2,0.5,,0,1
4981837,0,1,1,1,25
69133902,0,,,0,5
205801552,0,,,0,2
205959517,0,,,0,1
131469585,0,1,0.88,1,15
59781127,0,,,0,9
27436510,0,,,0,1
25041809,0,0.99,0.99,1,12
121628761,1,0.9,0.75,0,45
640033,0,1,0.83,0,1
29208809,0,,,0,1
494358217,0,1,1,0,1
298001874,0,,,0,2
103778142,0,,,0,1
82520768,0,1,1,0,1
47502266,0,,,0,5
227862525,0,0.6,0.9,0,1
171671917,0,,,0,1
36369537,0,,,0,1
123425257,0,1,0.86,0,2
57191267,0,,,0,1
171396048,0,,,0,2
4795993,0,,,0,1
70837270,0,1,0.99,0,4
273053684,0,,,0,6
2124599,0,,,0,1
67054672,0,,,0,1
281854550,0,,,0,1
441153092,0,0.96,1,0,6
23778624,0,1,0.96,1,2
231885068,0,,,0,2
7378137,0,,0.5,0,5
145191266,0,1,0.8,0,5
5763024,0,1,1,0,39
366965961,0,1,0.99,0,30
1930842,0,1,1,1,3
124323757,0,,,0,3
191028877,0,1,1,1,8
472044341,0,,,0,1
223070067,0,,,0,6
459062573,0,0.97,1,0,9
47780719,0,1,1,1,3
204381913,0,,,0,1
209743378,1,1,1,1,1
11159983,0,,,0,1
201454214,0,,,0,1
16503811,0,1,1,1,8
157069334,0,,,0,4
196454651,0,,,0,1
865679,0,,,0,11
266126667,0,,,0,4
82326457,0,,,0,2
99093250,1,1,0.96,0,6
3579795,2,1,0.83,1,1
490746613,0,0.67,0,0,1
175259540,0,,,0,8
63817141,0,1,0.81,0,9
255673522,0,,,0,1
21732876,0,1,1,0,3
107370725,1,1,1,0,1
85296313,0,,,0,2
403770503,0,1,1,0,9
22458254,0,,,0,3
202134644,0,,1,0,1
256461417,0,,,0,3
98784553,1,1,0.55,1,3
17386900,0,1,1,1,10
291909317,0,,,0,2
3865105,0,1,0.77,0,4
4006344,0,,,0,1
310588738,0,,,0,4
170060302,0,1,0.95,0,5
299524070,0,,,0,6
158332857,0,1,1,0,2
2595665,0,,,0,5
151442610,0,1,0.97,1,9
222599694,0,,,0,1
134445689,0,1,0.91,0,3
20073379,0,1,0.91,1,49
24267493,0,,,0,6
297197901,0,,,0,1
340982895,0,,,0,2
298137532,0,,,0,7
174285643,0,,,0,1
158457555,0,1,0.94,1,2
299317073,0,,,0,8
121397401,1,1,1,1,1
2503604,1,0.8,0.5,0,1
43397923,0,,,0,2
183748836,1,0.99,0.8,0,28
31091272,0,1,,0,1
124127801,1,1,0.67,0,3
51146070,0,1,,0,7
98507881,0,,,0,2
374686035,1,1,0.99,0,6
301591430,0,,,0,1
83992347,0,,,0,1
344241006,0,,,0,1
296794816,0,,,0,2
112902994,0,1,0.96,1,2
24877440,0,,1,0,2
304323065,0,,0.8,0,1
130918581,0,1,0.98,0,3
1939242,1,1,0.98,1,3
39587430,0,,,0,1
477332848,0,0.98,0.93,0,15
61308750,0,,,0,1
345119931,0,,,0,1
117293020,0,,,0,4
6216742,0,,1,0,4
490140890,0,0.95,1,0,1
354853676,0,,,0,3
7435382,0,,,0,1
107973226,0,1,0.92,0,2
97554517,0,,,0,1
101759228,0,,,0,1
328127972,0,,,0,5
326953567,0,,,0,2
287232593,0,1,0.81,1,1
23226753,0,,1,0,2
25329309,0,,,0,2
127277664,0,1,1,0,1
97436356,0,,,0,2
281606411,0,,,0,3
266101825,0,1,0.49,1,9
7011362,1,1,0.96,1,20
18053692,0,1,1,1,3
3126726,0,1,1,1,8
285050344,0,,,0,2
87942286,0,0.9,1,1,4
285753496,0,,,0,1
475296444,0,1,1,0,1
304962104,0,,,0,1
494355039,0,,,0,1
286180745,0,,,0,1
49049566,0,1,1,1,17
324653379,0,,1,0,4
330918196,0,,,0,2
14904742,0,1,0.91,0,2
8109573,2,1,0.75,0,1
59641447,0,,,0,1
2666392,0,,,0,5
21468912,1,0.9,1,1,1
367798996,0,,,0,3
7361973,0,1,1,0,2
41197902,0,1,1,0,12
30368162,0,0.99,0.95,0,80
1131548,0,1,1,1,4
173554583,0,,0.71,0,6
401245002,0,,0.83,0,2
48711945,2,0.82,0.75,1,9
26902736,0,1,0.89,1,14
27407429,0,,1,0,1
165879616,0,,,0,2
51842624,2,1,1,0,2
29059619,0,,0.44,0,1
221420819,2,1,1,0,11
46242896,1,0.9,1,1,11
229918106,0,1,1,1,3
453537183,2,1,1,0,1
385575830,0,,,0,16
148324087,0,1,1,1,7
220336375,0,,,0,1
10201715,0,1,1,1,3
70681,0,1,0.83,1,16
375807840,0,,1,0,1
28092175,0,1,1,0,1
372075215,0,,,0,4
1363780,0,1,1,0,6
305505726,0,,,0,1
103321845,0,,0,0,1
20632323,0,0.93,0.92,0,9
204906497,0,0.67,0,0,6
9455880,1,1,0.79,0,4
13361994,0,,,0,4
496849581,0,1,1,0,4
135578965,0,,,0,9
33611865,0,1,0.82,1,16
464691452,3,0.14,0,0,1
385374267,0,,1,0,2
67966828,2,0.5,0,0,1
69256234,1,1,0.77,1,1
435365539,0,1,0.83,0,1
34556090,0,,1,1,3
168591312,0,1,1,1,2
961751,0,,,0,1
1504824,2,1,0.71,1,2
70414291,0,1,0.89,1,1
326115693,0,,,0,1
36732026,0,1,1,0,7
131073777,0,1,0.8,0,5
5757665,1,1,0.96,1,8
129452864,0,1,1,0,3
35717829,0,1,1,1,4
25919151,0,,,0,9
76160866,1,1,1,0,1
452155073,2,1,0.93,1,5
401725915,0,,,0,1
245392128,0,1,0.99,1,6
492545,0,,,0,1
980431,0,,,0,2
10294584,1,0.94,0.84,1,3
3654259,0,,,0,4
35100017,0,,,0,1
401590524,0,,1,0,1
396273605,0,1,0.98,0,3
478992240,0,1,1,1,4
117396065,0,,,0,21
321400203,0,,,0,1
59831601,0,,,0,2
480053,0,1,0.56,1,10
373189341,1,0.93,0.77,0,9
18238819,0,,,0,1
487875347,0,1,0.95,0,8
90053222,1,1,0.5,0,4
141842968,0,1,0.33,0,9
3704708,2,1,,0,4
461414879,0,1,0.99,1,6
57298346,0,1,1,0,1
79926786,0,1,1,0,1
194117363,0,,0,0,1
68090764,0,1,0.94,0,1
421052554,0,1,0.71,1,5
211473699,0,,,0,2
349770158,0,1,0.41,0,5
465225974,0,1,0.93,0,19
478604871,0,1,1,0,1
18010271,0,,0,1,4
8937077,0,,,0,2
9862811,1,1,0.97,1,18
461124400,0,,0,0,1
5912639,0,1,0.97,0,3
55847047,2,1,,0,3
428998938,0,1,0.89,0,2
490633790,0,1,,0,2
225245416,0,1,0,0,2
97486015,0,1,0.83,0,1
71522208,0,1,1,0,12
6529781,0,1,0.84,1,36
230046119,0,,,0,4
476864239,0,,,0,19
623641,1,0.97,0.22,1,14
2026016,0,,0,0,1
57038004,0,1,1,1,13
318686763,0,1,0.8,0,1
229479261,0,1,1,1,2
6310984,0,1,0.98,1,1
347953592,0,0.8,0.76,0,1
497796547,0,0.81,0.98,0,5
382621517,0,,,0,1
346064932,2,1,0.75,1,2
181132854,1,0.73,0.56,0,53
146954177,2,1,,1,2
262429246,0,1,1,1,112
36759525,1,1,0,0,10
390148184,3,0.4,0,0,1
58868601,1,1,0.65,0,10
344390054,0,0.98,1,0,32
11167683,0,1,0.94,1,2
120459924,0,1,0.75,1,3
183748799,0,0.99,0.99,1,121
77623741,0,1,0.92,0,1
821137,0,1,1,1,1
46396471,0,,,0,1
4510013,0,0.99,1,0,26
239643549,2,0.75,0.33,0,1
126317358,2,0.5,1,0,13
8107208,0,1,1,0,10
23043635,2,0.8,0.6,0,1
460457691,0,1,0.99,0,3
203535924,0,1,0.75,0,1
47383302,0,1,1,1,1
24131677,0,1,1,0,13
67100048,0,1,0.99,1,1
20211217,1,1,1,0,3
68097628,0,0.88,1,1,3
52124468,2,0.8,0.67,0,1
16572765,3,0,0.18,0,7
432030475,0,,0.94,0,2
37333793,2,1,1,1,1
67510148,0,0.96,0.99,0,13
477614659,0,,1,0,61
160804318,3,0,1,0,8
21053971,0,1,1,0,4
342548266,2,1,1,0,4
25127434,0,,,0,7
422779585,0,0.9,1,0,5
68014049,0,,0.5,0,2
477397913,0,0.93,1,0,2
389692272,0,1,1,1,2
449690112,0,1,1,0,2
39482812,0,,,0,2
153856731,0,1,1,0,1
480739019,0,1,0.75,0,4
1455825,0,,1,0,2
477588855,0,1,1,0,5
460642726,1,1,1,0,5
366851816,0,1,0.64,1,13
322489283,0,,,0,30
302775136,2,0.5,0.5,0,1
24594764,0,1,0.97,1,11
30820645,1,1,0.98,0,2
122946252,0,1,0.99,1,11
1434270,2,0.83,1,1,2
142904724,0,,,0,1
182673908,0,1,1,0,1
478344056,0,1,1,1,1
30492738,0,,0.5,0,11
17432674,0,1,0.97,1,1
6336346,0,1,0.71,1,2
11708512,0,,,0,1
63293038,0,1,0.89,1,3
101828883,0,,,0,2
59679791,0,1,1,1,4
18739239,0,1,,0,3
49292315,0,1,0.99,1,2
24497969,0,,,0,2
17194608,0,1,,0,11
278942609,0,,0.63,0,1
72781914,0,1,1,0,1
152689931,0,,,0,2
150840444,1,1,0.98,1,1
93182917,0,1,0.81,0,3
9560767,0,,,0,3
9914564,0,0.89,1,0,1
93942634,0,0.9,1,0,1
51942923,2,1,0.33,0,2
1138662,0,1,0.6,1,4
326333526,2,1,,0,6
53559956,0,0.99,0.62,0,57
11354035,0,,,0,21
103267750,0,1,,0,2
134078958,0,0.9,1,0,2
8422032,0,1,1,0,2
8651164,0,,,0,3
410539557,0,1,1,0,1
447635457,0,1,1,0,3
331239240,0,1,1,1,2
389050267,0,,,0,5
3113738,1,1,0.86,1,1
35027931,0,,,0,3
47221507,0,1,0.95,0,1
37154587,0,1,1,1,1
183998316,1,1,0.65,0,18
30975474,0,1,0.99,0,4
9598680,2,1,1,0,3
170048951,0,0.9,1,0,14
46392983,0,1,1,0,24
1500697,0,1,0.99,1,3
60403698,0,1,1,1,2
229612969,0,1,0,0,12
46677972,0,1,1,0,10
64226294,0,1,1,1,40
17843239,1,1,1,1,1
339066336,0,0.95,0.98,1,20
300815353,0,1,0.99,1,3
450657571,2,1,1,0,3
33856680,3,0,0,0,2
213132577,0,,,0,2
394921620,0,0.91,0.87,0,4
340299866,0,1,1,0,29
500674178,0,0.93,0.83,0,1
8460947,1,1,0.96,1,2
15306410,0,0.93,0.89,1,3
388062738,0,1,0.96,1,2
348028042,0,0.93,0.99,0,11
476123410,0,1,1,0,5
13697613,0,,,0,4
4817301,0,1,1,0,1
1191154,1,1,0.96,1,52
409958448,2,1,0.94,0,15
11258584,0,1,1,1,1
420995592,0,1,0.86,0,27
462315004,1,1,0.95,0,2
36035047,0,1,0.95,1,3
168440752,1,1,0.96,0,2
19812508,1,1,0.8,0,2
313164709,0,0.98,0.97,0,4
16637637,2,0.9,0.67,0,1
22364672,1,1,0.99,1,8
2850672,2,1,0.84,1,5
55739168,0,,,0,3
124471780,1,0.93,1,0,1
25923001,0,0.99,0.94,0,10
23350843,0,1,1,1,11
57340610,2,1,1,0,3
419073286,1,1,1,0,1
220829268,0,1,1,0,3
65426971,0,1,1,0,10
215720952,2,1,0,0,6
1520411,0,1,1,1,1
10283281,2,0.5,0,0,5
122178257,0,,0,0,3
1543978,0,,1,1,1
71632673,0,0.7,1,0,13
93539496,0,1,1,1,4
21492403,0,1,1,0,2
130043666,0,,0.5,0,1
104185403,0,1,1,0,2
4825732,0,1,1,1,3
494694738,2,0.89,0.67,0,1
229665107,0,1,0.96,0,29
263309135,0,0.95,0.99,0,100
12102385,0,0.99,0.99,1,113
41606455,0,1,0.97,0,4
421924916,0,1,0.99,1,6
446396559,0,1,0.95,0,3
11524850,0,1,0.66,0,24
22696315,0,1,0.71,0,5
30673084,0,1,0.99,1,5
160918393,0,1,0.99,0,21
477444568,0,1,1,0,2
392125652,0,1,1,1,3
31315050,0,,0.63,0,1
437727510,0,1,1,0,1
104158310,1,1,0,0,1
490835617,0,1,0.5,0,3
430000312,1,1,0,0,1
893450,2,1,0.73,1,1
259809864,0,1,0.94,0,2
52933673,0,1,1,1,3
586590,0,1,1,1,1
328860271,0,1,0.99,0,5
46166724,0,1,1,1,2
13604397,1,1,1,0,1
3895038,0,1,0.98,1,3
11182400,2,0.56,0.17,0,4
532999,0,0.86,1,0,1
84743302,0,1,0.93,0,2
154113511,0,1,1,0,237
39338138,0,,1,0,2
51861201,0,1,0.43,0,2
37102845,0,1,0.75,0,3
352821956,0,,0.67,0,1
362990574,0,,,0,5
669029,3,0,,0,1
1489491,3,0.5,0.5,0,2
144856741,0,0.98,1,0,24
2435623,0,1,0.96,0,1
20269189,0,1,0.99,0,2
103702287,0,1,0.6,0,2
21682522,0,1,1,0,6
10260779,1,1,0,0,3
91200212,1,1,1,0,2
17792798,0,,,0,1
169859897,0,0.9,1,1,4
502346476,0,1,1,0,6
4227665,1,1,0.38,0,2
196650158,0,1,0.99,1,6
270808385,0,0.96,0.99,0,51
4380683,2,0.89,0.38,0,3
377817681,0,,0.89,0,2
396245313,0,,0.77,0,1
39550141,0,1,1,1,2
1511369,1,1,0.97,1,22
2790377,0,1,1,0,6
35853398,1,1,1,0,5
9430907,0,,,0,6
390692403,3,0.25,1,0,1
75837694,0,,1,0,1
14137329,2,1,1,0,1
480751008,0,0.89,0.94,0,2
131973132,0,,,0,1
55331519,0,0.85,0.99,0,8
406290905,0,,,0,1
5888379,1,0.9,0.57,0,2
19976921,3,0,0,0,2
484985174,3,0,0,0,5
1397466,0,,,0,1
19142820,0,1,1,1,4
209209515,0,,0.3,0,2
120810747,1,0.88,0.93,0,77
2801226,0,,,0,1
100662299,0,1,0.83,1,4
259441045,0,,,0,50
110393389,0,1,0.92,0,9
33249323,0,0.98,0.86,0,81
106767759,0,,,0,8
65243893,0,1,0.96,1,2
41117899,0,0.97,1,0,6
11303327,2,0.67,0.67,0,2
3352721,0,1,0.82,0,2
14105030,1,1,,0,1
478334322,0,1,0.99,1,9
386551178,0,,1,0,2
201208238,0,0.9,0.86,0,1
15572056,0,1,1,1,11
453825904,0,1,1,0,1
1355597,0,1,0.97,1,6
49370856,2,0.85,0,0,4
84182835,0,1,1,1,4
32928235,2,0.5,0.77,0,9
50776222,0,1,1,1,4
71875052,1,1,0.86,1,1
111122913,0,1,1,1,1
116330611,0,1,1,1,2
9128463,0,1,1,1,1
94069291,0,1,0.98,1,4
393388344,0,1,1,1,1
1865844,0,,,0,3
91020337,0,1,1,1,1
198050004,0,0.99,1,0,11
63332581,1,1,0.68,1,3
443509991,0,1,1,0,1
219283,1,1,0.96,0,28
241142720,1,1,0.88,1,1
891818,0,1,0.99,1,196
1433764,0,1,0.94,0,3
164495656,0,1,1,0,2
46001226,0,1,0.5,0,3
59134420,0,,,0,2
348379911,0,1,0.99,0,49
73206254,0,1,1,0,10
235130904,1,1,0.99,1,3
496178738,0,1,1,0,4
51230430,0,1,0.99,1,2
171205392,1,1,0.86,1,3
290857932,0,,,0,1
5437602,0,1,0.75,0,2
465613405,0,1,1,0,1
445455064,0,1,0.99,1,3
980838,0,1,0.99,1,2
161797256,0,1,0.57,0,2
30172579,0,1,0.98,0,2
26354494,0,1,1,0,1
456545643,0,1,0.97,1,1
247764424,0,,,0,7
23133031,0,0.97,1,0,7
240831609,0,1,0.96,1,3
244789518,0,1,1,1,2
67470756,0,,,0,1
61679385,0,1,0.97,1,1
472204515,0,1,0.99,0,26
29128277,0,,,0,1
415808927,0,1,1,0,195
189380936,0,1,0.95,1,2
269659232,0,,0.5,0,1
193779079,1,1,0.96,1,1
8110883,1,1,0.99,1,4
476730145,0,1,0.99,1,4
1027744,0,1,0.8,1,6
482541462,0,0.98,1,1,8
1456707,0,1,1,0,4
17889353,0,,,0,7
265815679,0,1,0.95,1,1
19982890,0,,,0,1
72211528,0,1,0.96,1,2
2977356,0,1,0.97,1,1
160934197,0,1,0.97,0,12
13502197,0,1,1,0,9
11577251,0,1,0.91,0,10
165726294,0,1,1,1,2
6811243,0,1,0.98,1,5
118412894,0,0.99,0.97,0,102
106569387,0,1,1,1,6
162401537,1,1,0.92,0,5
119666890,0,,,0,1
271458847,0,,0,0,1
13354079,2,0.5,0.75,0,5
18016202,0,1,0.96,0,38
371999895,0,1,1,1,2
85181908,0,1,0.8,0,3
21984827,0,1,0.93,0,2
4819292,0,1,1,1,4
225965205,0,,,0,1
124450117,1,1,1,0,4
317869523,1,0.92,0.99,0,5
4374544,0,,0.83,1,2
115035802,0,1,1,0,2
290414970,0,1,1,0,1
35390374,2,1,0.88,0,2
171532428,0,1,1,0,11
498173490,0,1,,0,1
4110222,0,,,0,1
291879456,0,1,0,0,2
436939590,0,1,0.98,1,7
1916526,0,1,0.93,0,2
466847,1,1,0.97,0,9
246834009,0,1,1,1,4
59107294,1,1,,0,1
104690415,0,1,0.99,1,1
7464864,0,1,0.93,1,2
1809185,0,1,0.98,1,2
470394812,1,1,0.91,1,3
395001392,0,0.98,1,0,41
259685549,0,,,0,1
110529049,0,1,1,1,2
406295772,0,1,0.99,1,5
246456342,1,1,0.95,1,1
21640918,2,0.9,0.57,0,3
36879068,0,,,0,1
463474861,0,1,0.99,1,3
181838749,0,1,0.99,1,2
336646321,0,0.88,0.99,0,16
298866251,0,1,1,1,7
76620716,0,1,1,0,2
644202,1,1,0.94,1,4
30672528,0,1,0.94,1,3
210410099,0,,,0,2
6559776,1,1,0.93,0,1
361704,0,1,1,1,5
2880069,1,1,1,1,2
498746112,0,1,1,0,1
75813549,0,,,0,4
4077770,1,1,0.96,1,3
493404123,0,0.96,1,0,2
27694879,0,,,0,3
466929724,0,1,1,0,2
108064056,0,1,1,1,2
14866252,1,1,0.92,1,2
57975853,0,1,0.73,1,2
48629371,0,1,0.92,0,12
9381867,0,1,1,0,3
305083647,0,1,1,0,1
399456497,0,1,,0,2
411740543,0,0.99,1,1,16
64644495,1,1,0.67,0,4
92523713,0,,,0,2
5521298,0,1,1,0,1
314727229,0,,,0,1
1648855,0,,,0,1
14344943,0,1,1,1,1
422751649,2,0.75,0.67,0,6
4150619,0,,,0,1
5272384,0,1,0.98,1,1
160366074,0,1,1,1,8
326005587,1,0.97,0.99,1,15
58041538,0,,,0,1
6912939,0,,,0,1
50573299,0,1,1,1,59
39764536,0,1,0.97,1,4
359851032,0,,,0,1
110740429,0,,,0,3
30444275,0,1,0.97,1,14
276929569,0,1,0.94,0,5
81172442,2,1,,0,2
69429849,0,,,0,1
6011784,0,1,0.71,0,6
6660373,0,,,0,6
309257379,0,1,0.98,1,5
16386,0,,,0,4
280944783,0,,,0,1
91706061,0,1,0.99,1,2
21817201,0,1,0.97,1,14
3676170,0,,,0,1
32877505,0,,,0,1
1887110,0,,0,0,2
158995592,0,0.76,0.97,0,14
484689675,0,1,1,0,1
7271092,0,,,0,2
74546752,0,,,0,1
98574255,0,0.94,0.92,0,15
543603,0,,,0,3
132395084,2,1,,0,2
17832853,0,,,0,2
28379133,0,,,0,1
38858314,0,,,0,3
130509799,0,1,0.5,0,5
12741548,0,1,1,1,1
354196415,0,1,1,1,2
91901493,0,,,0,1
96095701,0,,,0,1
97283465,1,1,1,0,4
11759368,0,,1,0,2
87865205,0,,,0,2
14898804,0,1,0.83,0,1
69563156,0,,,0,1
340988847,0,1,1,0,2
153934276,0,,,0,19
60261894,0,,,0,2
55859471,0,1,1,0,1
232927931,0,,,0,3
112019763,0,,,0,6
96680697,0,,,0,2
136081205,0,,,0,2
1244288,0,1,1,1,4
198300524,0,,,0,3
281933410,0,,,0,1
263581122,0,1,0.91,1,9
285015161,0,,,0,3
57990794,0,,,0,15
105770974,0,,,0,1
225672879,0,1,0.95,1,5
73982269,2,1,0.82,1,3
36989162,0,,,0,5
109663363,0,,,0,2
2228274,2,0.5,1,0,3
228475512,0,,1,0,1
301251903,2,0.8,0.97,1,2
96351161,0,,,0,1
11774320,0,,,0,1
24337218,0,,,0,1
74052737,0,1,1,0,1
7479387,0,,,0,2
154571107,0,,,0,3
61026839,0,1,1,0,6
413177197,0,,,0,1
490148554,0,1,0.88,0,3
29981291,0,,,0,3
39253,0,1,1,1,3
240724897,0,1,0.8,0,12
414598665,0,,,0,3
191294258,0,,,0,2
190340424,0,1,1,0,2
413044678,1,1,0,0,4
138037976,0,1,1,0,1
184299478,0,1,0.88,0,5
459288306,0,1,1,1,1
163102483,0,,0.83,0,1
20929572,0,,1,0,1
393059540,0,1,0.67,0,2
11822196,2,1,1,0,9
19256254,0,1,1,1,1
431515942,1,1,0.6,1,1
50018963,0,,,0,1
436027249,0,0.96,1,1,5
177584697,0,,1,0,3
16672866,1,0.9,0.13,0,29
36562053,2,1,1,0,1
35357184,1,1,0.5,0,5
93686382,0,1,0.96,0,9
179219527,2,1,0.42,0,1
11693275,0,,,0,3
131402171,0,1,0.89,1,1
441129098,0,1,0.93,0,2
262258434,0,,,0,3
27618684,0,1,1,1,6
477273,0,1,0.98,1,2
362818726,2,1,1,1,2
375215833,0,,,0,3
56144686,2,1,1,0,2
5716411,0,1,0.58,0,2
34329647,0,,,0,2
392351194,2,0.83,,0,4
178998773,0,1,1,1,1
6186422,0,,0,0,1
5292562,0,1,1,1,1
23029474,0,1,0.89,0,2
16882170,0,1,0.81,0,1
234432031,0,,,0,3
21149059,0,1,1,0,3
144362190,0,1,0.95,0,1
108572392,0,1,0.89,0,3
5349633,1,1,0.89,1,4
103440538,0,1,1,0,1
143567965,0,1,1,0,21
170691570,0,,1,0,7
17309242,1,0.86,0.35,1,7
488995003,1,1,0.8,0,1
456725562,0,1,1,1,7
56357431,1,1,0,0,2
288682569,3,0.33,0.5,0,2
264838396,0,0.99,1,0,6
131100913,0,,0,0,2
16531699,0,1,1,1,1
57470284,1,0.86,0.88,0,7
49232678,1,1,0.12,0,6
439850925,0,0.89,1,0,2
61324086,1,0.9,0.44,0,2
105494907,2,1,1,0,2
1304475,1,0.92,0.97,0,42
2433148,1,1,0.89,1,2
82642635,1,1,0.96,1,1
67951049,0,,,0,2
136984985,0,1,1,0,1
73979465,0,1,1,1,1
254421354,0,1,0.98,1,1
385514525,1,1,1,1,2
20864923,0,1,0.99,1,6
265509122,0,,,0,3
91643630,1,1,1,0,1
11987729,0,1,1,1,1
1183487,0,1,0.33,0,3
11498482,0,1,1,1,10
6723261,2,1,0,0,2
1381694,0,1,1,1,8
1529054,2,0.5,,0,4
37208637,0,1,1,1,11
61467205,0,1,0.8,0,1
351905581,0,1,0.96,1,3
479654437,0,0.91,0.99,0,12
64069396,0,1,0.76,1,2
5927634,1,1,1,1,3
2082941,0,1,0.96,1,2
240317891,0,1,1,0,5
155192269,0,1,1,1,3
115993728,0,1,0.99,0,4
447437583,0,,1,0,5
7368617,0,1,1,0,1
92626775,2,0.73,0.91,0,9
25008255,0,0.97,0.76,0,3
419804219,2,1,1,0,3
4051877,0,1,0.69,1,17
227632334,0,1,0.86,0,9
59188926,2,1,0.5,0,2
43455150,0,,,0,2
381591442,0,1,0.86,1,1
187888138,0,0.8,1,0,3
411305906,0,1,0.89,0,2
1441932,1,1,1,0,4
405121639,0,1,0.92,0,2
21577457,0,1,0.8,1,1
120016074,0,0.99,1,0,29
15744276,0,1,0.97,1,2
